exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-0.1,controlled,ETH,8,gpt2,8,0,NONE,1,REP,1,1,REP,0,NONE,1,396,6,0.015151515151515152,213.0,26.937157154083252,0.0
vNEXT-0.1,controlled,ETH,9,gpt2,9,0,NONE,1,REP,1,1,REP,0,NONE,1,371,6,0.016172506738544475,191.0,24.497307300567627,0.0
vNEXT-0.1,controlled,ETH,10,gpt2,10,0,NONE,1,REP,1,1,REP,0,NONE,1,243,6,0.024691358024691357,178.0,13.455745935440063,4.0
vNEXT-0.1,controlled,ETH,11,gpt2,11,0,NONE,1,REP,1,1,REP,0,NONE,1,120,6,0.05,71.0,5.441547870635986,44.0
vNEXT-0.1,controlled,ETH,12,gpt2,12,0,NONE,1,REP,1,1,REP,0,NONE,1,269,6,0.022304832713754646,170.0,15.545430898666382,0.0
vNEXT-0.1,controlled,ETH,13,gpt2,13,0,NONE,1,REP,1,1,REP,0,NONE,1,340,6,0.01764705882352941,128.0,22.2121798992157,12.0
vNEXT-0.1,controlled,ETH,14,gpt2,14,0,NONE,1,REP,1,1,REP,0,NONE,1,75,6,0.08,57.0,2.8363587856292725,92.0
vNEXT-0.1,controlled,ETH,15,gpt2,15,0,NONE,1,REP,1,1,REP,0,NONE,1,116,6,0.05172413793103448,66.0,5.218681812286377,32.0
vNEXT-0.1,controlled,ETH,16,gpt2,16,0,NONE,1,REP,1,1,REP,0,NONE,1,275,6,0.02181818181818182,219.0,15.862036943435669,0.0
vNEXT-0.1,controlled,ETH,17,gpt2,17,0,NONE,1,REP,1,1,REP,0,NONE,1,197,6,0.030456852791878174,113.0,10.04657793045044,17.0
vNEXT-0.1,controlled,ETH,18,gpt2,18,0,NONE,1,REP,1,1,REP,0,NONE,1,116,6,0.05172413793103448,76.0,5.031282901763916,39.0
vNEXT-0.1,controlled,ETH,19,gpt2,19,0,NONE,1,REP,1,1,REP,0,NONE,1,221,6,0.027149321266968326,185.0,11.693693161010742,0.0
vNEXT-0.1,controlled,ETH,20,gpt2,20,0,NONE,1,REP,1,1,REP,0,NONE,1,120,6,0.05,76.0,5.3198161125183105,33.0
vNEXT-0.1,controlled,ETH,21,gpt2,21,0,NONE,1,REP,1,1,REP,0,NONE,1,394,6,0.015228426395939087,204.0,26.9207661151886,0.0
vNEXT-0.1,controlled,ETH,22,gpt2,22,0,NONE,1,REP,1,1,REP,0,NONE,1,347,6,0.01729106628242075,117.0,23.08510684967041,12.0
vNEXT-0.1,controlled,ETH,23,gpt2,23,0,NONE,1,REP,1,1,REP,0,NONE,1,229,6,0.026200873362445413,182.0,12.311272144317627,1.0
vNEXT-0.1,controlled,ETH,24,gpt2,24,0,NONE,1,REP,1,1,REP,0,NONE,1,181,6,0.03314917127071823,163.0,8.89199185371399,0.0
vNEXT-0.1,controlled,ETH,25,gpt2,25,0,NONE,1,REP,1,1,REP,0,NONE,1,528,6,0.011363636363636364,376.0,41.886739015579224,0.0
vNEXT-0.1,controlled,ETH,26,gpt2,26,0,NONE,1,REP,1,1,REP,0,NONE,1,358,6,0.01675977653631285,140.0,23.870947122573853,12.0
vNEXT-0.1,controlled,ETH,27,gpt2,27,0,NONE,0,NONE,0,0,NONE,0,NONE,0,232,0,0.0,,13.194981813430786,0.0
vNEXT-0.1,controlled,ETH,28,gpt2,28,0,NONE,1,REP,1,1,REP,0,NONE,1,150,6,0.04,77.0,7.203415632247925,30.0
vNEXT-0.1,controlled,ETH,29,gpt2,29,0,NONE,1,REP,1,1,REP,0,NONE,1,186,6,0.03225806451612903,98.0,9.389861822128296,21.0
vNEXT-0.1,baseline,HUM,0,gpt2,0,1,REP,1,REP,0,1,REP,0,NONE,0,101,0,0.0,,3.0004541873931885,0.0
vNEXT-0.1,baseline,HUM,1,gpt2,1,1,REP,1,REP,0,1,REP,0,NONE,0,111,0,0.0,,4.4681549072265625,0.0
vNEXT-0.1,baseline,HUM,2,gpt2,2,1,REP,1,REP,0,1,REP,0,NONE,0,124,0,0.0,,4.790935039520264,0.0
vNEXT-0.1,baseline,HUM,3,gpt2,3,1,REP,1,REP,0,1,REP,0,NONE,0,86,0,0.0,,2.927140712738037,0.0
vNEXT-0.1,baseline,HUM,4,gpt2,4,1,REP,1,REP,0,1,REP,0,NONE,0,135,0,0.0,,5.828572988510132,0.0
vNEXT-0.1,baseline,HUM,5,gpt2,5,1,REP,1,REP,0,1,REP,0,NONE,0,68,0,0.0,,2.166848659515381,0.0
vNEXT-0.1,baseline,HUM,6,gpt2,6,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,33,0,0.0,,0.16310906410217285,0.0
vNEXT-0.1,baseline,HUM,7,gpt2,7,1,REP,1,REP,0,1,REP,0,NONE,0,198,0,0.0,,10.321690082550049,0.0
vNEXT-0.1,baseline,HUM,8,gpt2,8,1,REP,1,REP,0,1,REP,0,NONE,0,64,0,0.0,,2.025339126586914,0.0
vNEXT-0.1,baseline,HUM,9,gpt2,9,1,REP,1,REP,0,1,REP,0,NONE,0,184,0,0.0,,8.982308149337769,0.0
vNEXT-0.1,baseline,HUM,10,gpt2,10,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,54,0,0.0,,1.559648036956787,0.0
vNEXT-0.1,baseline,HUM,11,gpt2,11,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,35,0,0.0,,0.6406300067901611,0.0
vNEXT-0.1,baseline,HUM,12,gpt2,12,1,REP,1,REP,0,1,REP,0,NONE,0,147,0,0.0,,6.409080743789673,0.0
vNEXT-0.1,baseline,HUM,13,gpt2,13,1,REP,1,REP,0,1,REP,0,NONE,0,126,0,0.0,,5.9164979457855225,0.0
vNEXT-0.1,baseline,HUM,14,gpt2,14,1,REP,1,REP,0,1,REP,0,NONE,0,67,0,0.0,,2.74252986907959,0.0
vNEXT-0.1,baseline,HUM,15,gpt2,15,1,REP,1,REP,0,1,REP,0,NONE,0,91,0,0.0,,3.110621929168701,0.0
vNEXT-0.1,baseline,HUM,16,gpt2,16,1,REP,1,REP,0,1,REP,0,NONE,0,147,0,0.0,,6.748406887054443,0.0
vNEXT-0.1,baseline,HUM,17,gpt2,17,1,REP,1,REP,0,1,REP,0,NONE,0,181,0,0.0,,9.625787019729614,0.0
vNEXT-0.1,baseline,HUM,18,gpt2,18,1,REP,1,REP,0,1,REP,0,NONE,0,192,0,0.0,,10.80034589767456,0.0
vNEXT-0.1,baseline,HUM,19,gpt2,19,1,REP,1,REP,0,1,REP,0,NONE,0,126,0,0.0,,5.646162033081055,0.0
vNEXT-0.1,baseline,HUM,20,gpt2,20,1,REP,1,REP,0,1,REP,0,NONE,0,171,0,0.0,,8.535481929779053,0.0
vNEXT-0.1,baseline,HUM,21,gpt2,21,1,REP,1,REP,0,1,REP,0,NONE,0,109,0,0.0,,4.3080809116363525,0.0
vNEXT-0.1,baseline,HUM,22,gpt2,22,1,REP,1,REP,0,1,REP,0,NONE,0,73,0,0.0,,2.5768072605133057,0.0
vNEXT-0.1,baseline,HUM,23,gpt2,23,1,REP,1,REP,0,1,REP,0,NONE,0,131,0,0.0,,5.714622974395752,0.0
vNEXT-0.1,baseline,HUM,24,gpt2,24,1,REP,1,REP,0,1,REP,0,NONE,0,83,0,0.0,,2.958547353744507,0.0
